Date,TimeStamp,Latitude,Longitude,Wind Direction,Wind Speed,Rudder Angle,Thruster Power,GPS Course,GPS Speed,Yaw,Pitch,Roll,Magnetometer Heading,Temperature,Pressure,Altitude,Accel_x,Accel_y,Accel_z,Gyro_x,Gyro_y,Gyro_z,Mag_x,Mag_y,Mag_z,Going to waypoint,Autopilot on?
21/11/2018 08:42:55,0.05,-5.839555,-35.201313,0.00,0.00,0.00,0.00,141.35,0.43,121.57,-3.22,1.00,72.42,29.60,1006.04,126.31,16.73,-4.02,257.03,-0.01,0.00,-0.02,30.51,-96.27,30.51,1,1
21/11/2018 08:42:55,0.29,-5.839555,-35.201313,0.00,0.00,90.00,0.00,141.35,0.43,137.53,-3.94,-2.98,74.59,29.60,1006.01,126.82,16.73,-4.02,257.03,0.00,0.00,-0.01,28.39,-95.44,28.39,1,1
00/00/2000 08:42:58,0.54,-5.839552,-35.201316,0.00,0.00,90.00,0.00,1000.00,-1.00,147.16,-4.04,-2.72,73.68,29.60,1006.04,127.57,16.73,-4.02,256.00,-0.01,0.00,-0.01,30.08,-96.27,30.08,1,1
21/11/2018 08:42:58,0.79,-5.839552,-35.201316,0.00,0.00,90.00,0.00,24.00,0.07,154.19,-4.16,-2.57,72.11,29.60,1006.01,127.32,16.73,-4.02,254.97,-0.01,0.00,-0.01,32.63,-96.68,32.63,1,1
21/11/2018 08:42:58,1.04,-5.839552,-35.201316,0.00,0.00,90.00,0.00,24.00,0.07,159.12,-4.28,-2.71,72.16,29.60,1005.98,127.32,15.71,-3.01,256.00,-0.00,0.00,-0.01,32.20,-95.44,32.20,1,1
21/11/2018 08:42:59,1.29,-5.839552,-35.201316,0.00,0.00,-90.00,0.00,24.00,0.07,162.71,-4.22,-2.79,73.53,29.60,1006.01,127.32,15.71,-3.01,256.00,-0.01,0.00,-0.01,30.08,-96.27,30.08,1,1
21/11/2018 08:42:59,1.54,-5.839552,-35.201316,0.00,0.00,-90.00,0.00,137.54,0.44,164.83,-4.16,-2.94,73.22,29.70,1005.98,127.32,16.73,-5.02,257.03,-0.02,0.00,-0.01,30.08,-95.02,30.08,1,1
21/11/2018 08:42:59,1.79,-5.839552,-35.201316,0.00,0.00,-90.00,0.00,137.54,0.44,165.99,-4.27,-2.72,72.58,29.70,1006.01,127.07,16.73,-5.02,258.06,-0.01,0.00,-0.02,31.36,-94.61,31.36,1,1
21/11/2018 08:43:00,2.04,-5.839553,-35.201316,0.00,0.00,-90.00,0.00,137.54,0.44,166.97,-4.20,-2.72,73.14,29.70,1006.07,127.32,16.73,-4.02,257.03,-0.00,0.00,-0.01,30.93,-96.27,30.93,1,1
21/11/2018 08:43:00,2.29,-5.839553,-35.201316,0.00,0.00,-90.00,0.00,213.85,0.85,169.76,-4.14,-2.75,75.48,29.70,1006.01,128.32,16.73,-6.02,259.09,-0.00,-0.00,-0.32,27.12,-97.10,27.12,1,1
21/11/2018 08:43:00,2.54,-5.839553,-35.201316,0.00,0.00,-90.00,0.00,213.85,0.85,169.20,-4.32,-2.56,74.75,29.60,1006.10,126.56,16.73,-3.01,256.00,-0.01,0.00,-0.01,28.39,-97.51,28.39,1,1
21/11/2018 08:43:00,2.79,-5.839553,-35.201316,0.00,0.00,-90.00,0.00,213.85,0.85,168.80,-4.10,-2.71,72.62,29.70,1006.16,126.56,17.74,-4.02,257.03,-0.01,0.00,-0.01,31.36,-95.02,31.36,1,1
21/11/2018 08:43:01,3.04,-5.839553,-35.201313,0.00,0.00,-90.00,0.00,213.85,0.85,169.09,-4.17,-2.64,73.78,29.70,1006.07,126.06,17.74,-4.02,254.97,-0.01,0.00,-0.02,29.66,-96.27,29.66,1,1
21/11/2018 08:43:01,3.29,-5.839553,-35.201313,0.00,0.00,-90.00,0.00,213.85,0.85,168.87,-4.27,-2.93,73.72,29.70,1006.04,126.82,17.74,-5.02,256.00,-0.00,0.00,-0.01,30.08,-97.10,30.08,1,1
21/11/2018 08:43:01,3.54,-5.839553,-35.201313,0.00,0.00,-90.00,0.00,90.36,0.39,168.65,-4.32,-2.79,73.74,29.70,1006.04,126.82,16.73,-4.02,254.97,0.00,0.00,-0.00,29.66,-95.02,29.66,1,1
21/11/2018 08:43:02,3.79,-5.839553,-35.201313,0.00,0.00,-90.00,0.00,90.36,0.39,168.45,-4.12,-2.87,72.59,29.70,1006.04,127.07,16.73,-4.02,256.00,0.00,0.00,-0.01,31.78,-95.85,31.78,1,1
21/11/2018 08:43:02,4.04,-5.839553,-35.201313,0.00,0.00,-90.00,0.00,85.57,0.39,168.57,-4.03,-2.60,73.47,29.70,1006.04,127.07,16.73,-5.02,254.97,-0.01,0.00,-0.01,30.08,-95.44,30.08,1,1
21/11/2018 08:43:02,4.29,-5.839553,-35.201313,0.00,0.00,-90.00,0.00,85.57,0.39,168.59,-2.94,-2.72,74.70,29.70,1006.10,126.56,17.74,-4.02,257.03,-0.00,0.00,-0.01,28.39,-95.85,28.39,1,1
21/11/2018 08:43:03,4.53,-5.839555,-35.201313,0.00,0.00,-90.00,0.00,85.57,0.39,168.32,-4.28,-2.80,73.58,29.70,1006.10,127.07,16.73,-5.02,256.00,-0.01,0.00,-0.01,30.51,-97.51,30.51,1,1
21/11/2018 08:43:03,4.78,-5.839555,-35.201313,0.00,0.00,-90.00,0.00,202.29,0.50,168.44,-4.26,-2.73,74.24,29.70,1006.07,126.82,15.71,-3.01,257.03,-0.01,0.00,-0.02,28.81,-95.44,28.81,1,1
21/11/2018 08:43:03,5.04,-5.839555,-35.201313,0.00,0.00,-90.00,0.00,202.29,0.50,168.38,-4.37,-2.66,72.70,29.70,1006.07,126.56,16.73,-4.02,256.00,-0.00,0.00,-0.02,31.36,-95.85,31.36,1,1
21/11/2018 08:43:03,5.28,-5.839555,-35.201313,0.00,0.00,-90.00,0.00,202.29,0.50,168.62,-4.26,-2.71,73.69,29.70,1006.07,127.07,16.73,-5.02,257.03,0.00,0.00,-0.01,30.08,-97.10,30.08,1,1
21/11/2018 08:43:04,5.53,-5.839555,-35.201320,0.00,0.00,-90.00,0.00,202.29,0.50,168.67,-4.25,-2.86,73.47,29.70,1006.10,126.82,16.73,-5.02,257.03,-0.00,0.00,-0.01,30.51,-97.10,30.51,1,1
21/11/2018 08:43:04,5.78,-5.839555,-35.201320,0.00,0.00,-90.00,0.00,19.82,0.07,168.68,-4.41,-2.58,74.02,29.70,1006.04,127.32,16.73,-4.02,256.00,-0.01,0.00,-0.01,29.66,-96.68,29.66,1,1
21/11/2018 08:43:04,6.03,-5.839555,-35.201320,0.00,0.00,-90.00,0.00,19.82,0.07,168.63,-4.18,-2.56,73.50,29.70,1006.01,126.82,17.74,-5.02,256.00,-0.00,0.00,-0.01,30.08,-95.44,30.08,1,1
